person_name,user_name,email,personal_number,birth_date,address,phone,mac_address,ip_address,iban,accessed_at,session_duration,download_speed,upload_speed,consumed_traffic,unique_id
Simion Nistor,simionnistor,simionnistor@email.ro,7010927525027,1950-10-26,"Aleea Grigore Tudor Nr. 39, Segarcea, 886557",0259 624 953,aa:52:98:d8:16:f3,144.79.69.175,RO60PMML8860143343612980,2025-04-08 17:27:35,6184,399,451,934132,43d8b96e-1937-40a1-8e8f-ddba54b9162e
Niculina Ene,niculinaene,niculinaene@gmail.com,1880305515547,2019-10-31,"Bulevardul Visarion Preda Nr. 70 Bl. 69  Sc. 16 Ap. 719, Jimbolia, 511780",0769 695 451,6c:8b:1b:f9:3c:30,150.107.9.91,RO95UJNQ0196221827998485,2025-04-08 17:27:35,9817,734,175,996140,68fd9f62-b953-4435-a853-04f252a3f393
Iosefina Voinea,iosefinavoinea,iosefinavoinea@post.ro,4740207296269,2019-03-06,"Intrarea Albu Nr. 76 Bl. 84  Sc. 10 Ap. 171, Balan, 854695",0727 870 091,b6:d6:8c:8c:0e:f7,167.188.221.164,RO16WMUE4105357683492494,2025-04-08 17:27:35,28344,31,470,816926,15c33bab-7a25-4bbd-9544-1b181a7ef083
Aristide Ionescu,aristideionescu,aristideionescu@141.ro,7530910453931,1951-09-28,"Drumul Popa Nr. 86 Bl. 16  Sc. 21 Ap. 918, Paunesti, 555544",0238 012 365,a4:0d:48:3d:23:d2,197.69.1.95,RO86GWFZ2282439563121013,2025-04-08 17:27:35,31896,504,276,1445941,ac2903e6-8914-475b-b5b5-36dff6d45f0d
Oana Pușcașu,oanapușcașu,oanapușcașu@post.ro,1111112350950,1942-01-18,"Aleea Caius Suciu Nr. 604 Bl. 79  Sc. 32 Ap. 318, Titu, 659018",0748 174 088,78:a7:bd:ea:cb:84,42.246.180.53,RO13IXKC3352603108913698,2025-04-08 17:27:35,10478,84,425,830647,332b1b4f-aaae-485b-91d2-8b51d4ef42a2
Aura Manole,auramanole,auramanole@acasa.ro,8140401146081,1926-09-18,"Soseaua Ardelean, Anina, 311617",0268 545 363,7e:78:c3:1d:8a:3d,190.107.206.116,RO86BCRF1526951459027824,2025-04-08 17:27:35,14789,996,322,700710,7af9d1de-b967-4cf8-b46e-3825413d39f6
Leontina Popa,leontinapopa,leontinapopa@141.ro,8851123357871,2007-04-03,"Aleea Tomescu, Harlau, 924196",0752 583 226,7e:f0:97:60:5a:28,84.142.116.148,RO26XIKH2735687923768543,2025-04-08 17:27:35,13550,395,445,1907233,6bfe4e89-5619-4474-bbe6-5bbf0d9fd5bc
Viorica Popescu,vioricapopescu,vioricapopescu@kappa.ro,2430901216613,1980-10-02,"Bulevardul Albu Nr. 993, Corabia, 144791",0756 702 030,da:38:71:08:8c:94,125.18.18.133,RO67YIVA8417006744366592,2025-04-08 17:27:35,13103,631,17,632619,d4046644-8f1d-4b5a-b952-7e364668fb53
Vicenția Niță,vicențianiță,vicențianiță@kappa.ro,3720713513044,1951-11-09,"Bulevardul Tiberiu Ababei, Mogosoaia, 849317",0780 427 423,92:9c:e5:6e:1e:56,7.51.7.24,RO93DQVS4841209910389775,2025-04-08 17:27:35,34183,492,11,542219,8dbfc9f1-7fb6-4dd8-a4ab-6d4256f64f20
Paraschiva Tudor,paraschivatudor,paraschivatudor@zzup.ro,1940220209508,1928-04-26,"Soseaua Ștefana Tudor Nr. 740 Bl. 76  Sc. 77 Ap. 617, Carei, 622724",0764 025 652,28:93:cd:5b:3e:b5,172.220.114.88,RO54SJWR6414736365058667,2025-04-08 17:27:35,25075,378,186,417073,dd5e1a66-9c98-4807-9ac3-d18374aa48cd
Filofteia Dima,filofteiadima,filofteiadima@gmail.com,7900813175200,1930-08-07,"Aleea Nistor Nr. 58 Bl. 18  Sc. 55 Ap. 328, Sebes, 200451",0267 502 256,e2:3b:ac:ed:68:2e,198.177.122.44,RO94BOAI0885825581197650,2025-04-08 17:27:35,313,533,270,803555,9458f847-0a04-4ade-abb6-53ee4869495f
Dumitrana Cristea,dumitranacristea,dumitranacristea@141.ro,7420906232770,1997-02-24,"Strada Manole Nr. 44, Tudora, 986579",0749 403 382,8e:3a:f4:61:b0:00,195.41.48.216,RO75FMJP4209453900036093,2025-04-08 17:27:35,5887,709,86,952307,d87530b2-63d2-4c47-b7dd-f49412db2da8
Cosmin Georgescu,cosmingeorgescu,cosmingeorgescu@acasa.ro,3751223407501,1968-05-01,"Intrarea Voinea Nr. 10 Bl. 26  Sc. 99 Ap. 177, Buhusi, 772136",0247 087 716,d8:ad:47:ff:4c:1b,87.118.202.50,RO69FIIL1657130242516673,2025-04-08 17:27:35,1229,188,469,817282,2744f1da-e9ef-426f-b72d-3f20d0785ef3
Coralia Tabacu,coraliatabacu,coraliatabacu@141.ro,7990230404302,1971-03-11,"Bulevardul Mădălin Diaconu Nr. 45, Urlati, 534079",0269 841 551,78:07:61:87:81:ad,20.213.71.143,RO53RHFJ0677907401928361,2025-04-08 17:27:35,10008,908,704,516209,1a0758ad-fb26-489e-9308-1b77527f3782
Radu Stan,radustan,radustan@zzup.ro,3580804013321,1916-12-21,"Aleea Lascăr Ionescu Nr. 149 Bl. 81  Sc. 23 Ap. 927, Baciu, 484659",0711 327 153,4c:93:de:96:d7:af,183.126.187.68,RO41RMSF5053818958889326,2025-04-08 17:27:35,31265,368,680,694479,fa2c196f-72d5-4041-bee1-1c8b12def3e0
Octavian Tudor,octaviantudor,octaviantudor@kappa.ro,6020324233875,1972-06-01,"Aleea Ene, Targu Lapus, 713160",0741 180 375,36:2a:2e:16:85:5a,71.32.108.226,RO16UBHA0589421284600288,2025-04-08 17:27:35,28942,90,593,1872819,6300c177-ff46-486e-b64d-01e14d20c031
Darius Stoica,dariusstoica,dariusstoica@zzup.ro,3231010124815,1994-07-25,"Aleea Lucreția Popa, Braila, 779012",0767 215 203,5e:7c:72:4d:0d:5f,20.245.77.205,RO02IGOL6154870004136577,2025-04-08 17:27:35,12076,187,291,752785,cbece631-f53e-4e4f-a007-97ac880b9487
Lavinia Toma,laviniatoma,laviniatoma@kappa.ro,4040922196086,1997-10-08,"Intrarea Stan Nr. 46, Husi, 612356",0766 233 062,e8:f8:4a:b3:57:39,62.42.56.243,RO05FXCM2619179600419358,2025-04-08 17:27:35,2917,580,619,1992052,9a4ac77a-dffd-413d-ae0d-3c3b62d24896
Sânziana Nistor,sânziananistor,sânziananistor@acasa.ro,6920127068138,1922-05-31,"Strada Diaconescu, Anina, 882164",0768 359 864,a0:4b:96:3f:81:fe,125.25.113.102,RO05XHKN1061336621997443,2025-04-08 17:27:35,9968,291,350,985738,6a01ee51-0edf-40b4-bd12-1a8477000899
Dorian Voinea,dorianvoinea,dorianvoinea@kappa.ro,1000911422536,1945-10-05,"Intrarea Stănescu, Harsova, 534820",0780 476 150,ea:8d:80:95:b3:ab,69.138.197.70,RO48XDDP3400059425793273,2025-04-08 17:27:35,28880,549,66,1307975,b620a35c-80f0-4808-a0f7-4e1a12a8ae93
Gabriel Ioniță,gabrielioniță,gabrielioniță@kappa.ro,2660222367031,1945-03-08,"Soseaua Ababei Nr. 375, Fagaras, 481901",0754 966 212,30:5f:ea:2f:f4:07,169.87.201.162,RO22XBXZ9653678488871735,2025-04-08 17:27:35,9445,707,374,113064,a4c3ef83-931e-4ef4-98bf-60090c9fadd6
Betina Ardelean,betinaardelean,betinaardelean@acasa.ro,4140905419734,1916-08-23,"Drumul Popescu Nr. 644 Bl. 79  Sc. 67 Ap. 525, Sacele, 876187",0246 924 395,92:74:de:ac:41:37,70.132.147.144,RO42PRHE1074484345752753,2025-04-08 17:27:35,16796,610,736,16022,88c9164c-8ae8-4a18-b344-3a6665847f05
Luana Toma,luanatoma,luanatoma@kappa.ro,2090231021061,1975-12-20,"Aleea Florea Nr. 317, Cudalbi, 593674",0746 551 470,ac:c2:91:c4:7d:f9,44.47.158.148,RO34FZCM0969901853684375,2025-04-08 17:27:35,15794,912,649,1082130,022bc54d-1395-41eb-9e7d-b7681f5e3dad
Iosif Manole,iosifmanole,iosifmanole@gmail.com,6230203191663,1937-04-11,"Strada Marcu Mocanu Nr. 505, Ineu, 526309",0732 839 375,2a:c9:ca:64:46:ea,52.116.219.52,RO42FDAV7900502688639683,2025-04-08 17:27:35,9059,446,116,22181,81b6d76a-5d3e-4f33-86f8-ef60a826cd07
Aura Ene,auraene,auraene@141.ro,3601212056713,1937-10-04,"Intrarea Gheorghiu Nr. 980, Mogosoaia, 681576",0246 671 287,1e:10:6f:70:51:a8,58.189.111.244,RO27KAED0237117759940749,2025-04-08 17:27:35,1306,996,552,596173,05df5634-4c3a-43f7-a7b7-bdfa47c7ef48
Maxim Popescu,maximpopescu,maximpopescu@post.ro,2970410122917,1935-02-17,"Aleea Voinea, Eforie Nord, 138317",0763 101 438,26:32:ff:9f:88:5b,46.252.187.241,RO66HBDO1264654939894961,2025-04-08 17:27:35,30620,327,367,213005,d96bc3b7-0ce8-4632-9a47-ceac59b5d2ac
Viorel Ioniță,viorelioniță,viorelioniță@zzup.ro,5691024084085,2001-08-18,"Drumul Stan, Feldru, 452143",0740 869 272,2a:a3:95:20:e1:52,208.6.187.107,RO60KJED4659517322498444,2025-04-08 17:27:35,15731,732,105,997970,7ce00d25-816f-42a9-abc0-67d3c2cd4543
Sebastian Tomescu,sebastiantomescu,sebastiantomescu@acasa.ro,7061106340962,1929-01-18,"Intrarea Alistar Albu, Ineu, 731853",0738 698 156,9c:0a:d6:2b:56:80,30.253.31.196,RO56ETTX1495592495994667,2025-04-08 17:27:35,15363,689,364,1557048,5e38d36f-7053-499e-b66d-f832b46f7c31
Gabi Ababei,gabiababei,gabiababei@email.ro,3930815077982,1969-10-30,"Soseaua Oprea Nr. 80 Bl. 51  Sc. 68 Ap. 932, Teius, 343846",0261 470 279,3c:88:9e:05:8d:9e,48.246.238.231,RO54YQVV1734915590517336,2025-04-08 17:27:35,19223,231,724,646409,1cfd7b43-7ac2-42be-bdb4-bb9b1531c0ea
Nicu Eftimie,nicueftimie,nicueftimie@kappa.ro,8230710345291,1996-01-21,"Bulevardul Anica Nemeș, Pancota, 453973",0255 681 251,3e:e8:9a:b2:1d:1d,15.45.6.74,RO49XFXM9343619022815230,2025-04-08 17:27:35,13820,439,417,1747524,9711e648-024c-43f7-a50b-2257e86a7667
Anabela Ioniță,anabelaioniță,anabelaioniță@acasa.ro,1330121384661,1980-02-10,"Strada Gina Florea Nr. 622, Darabani, 103575",0233 118 690,94:7f:a8:64:b5:a9,122.77.163.12,RO73QKJZ8034278078760600,2025-04-08 17:27:35,4311,545,799,909297,6ba4e4e2-5a15-475d-ad72-8f1a63211088
Toma Dumitrescu,tomadumitrescu,tomadumitrescu@email.ro,2731207163880,1939-12-28,"Intrarea Lorena Tabacu Nr. 95, Savinesti, 668282",0231 661 580,82:2a:55:0b:29:20,70.178.19.51,RO86RBZL8847617747451292,2025-04-08 17:27:35,14999,39,776,293474,eb49ce92-6cd9-4063-964e-0b3bc96ae9a0
Emilian Mazilescu,emilianmazilescu,emilianmazilescu@141.ro,6351119130088,1932-11-14,"Aleea Iulia Mocanu, Vlahita, 226287",0780 573 762,90:25:97:c9:bc:81,147.223.121.166,RO69KZYE9897434343904054,2025-04-08 17:27:35,1800,701,528,1386964,3973701f-9963-4ecc-8190-636cd8fc6334
Matilda Ioniță,matildaioniță,matildaioniță@gmail.com,1960810449904,1951-03-19,"Strada Minodora Diaconescu Nr. 87 Bl. 25  Sc. 92 Ap. 957, Sandominic, 733202",0740 758 823,e0:5e:73:f9:b0:97,70.98.219.3,RO03DUOQ6683499856199295,2025-04-08 17:27:35,27107,447,669,1888471,7f034ed1-7fb4-4da6-a5cb-c7d1a5cca180
Ruxandra Suciu,ruxandrasuciu,ruxandrasuciu@acasa.ro,4520730414131,2012-03-02,"Aleea Ardelean Nr. 53, Uricani, 949730",0745 941 168,36:ed:ad:cb:1b:51,52.48.39.144,RO37SIJM3712097639465148,2025-04-08 17:27:35,33656,202,590,1942163,4eaa0804-6dda-44db-b3df-5037b4c038d3
Dorin Preda,dorinpreda,dorinpreda@email.ro,7890421180877,1957-03-10,"Intrarea Tomescu Nr. 296, Urlati, 566720",0750 854 680,f2:e9:d6:0f:ca:b7,192.18.151.174,RO14RPAJ3914352155906755,2025-04-08 17:27:35,29368,148,654,1340507,aa8ab82b-3249-40a3-b746-50888f9900dd
Lia Niță,lianiță,lianiță@gmail.com,6800302030174,1923-10-09,"Intrarea Alida Toma Nr. 14, Domnesti, 467361",0261 255 097,a8:bb:b8:e3:86:31,32.38.12.53,RO62JCII4377530431918721,2025-04-08 17:27:35,3439,445,546,639234,48b79425-fab7-4b9d-b3a2-7a0551e1c070
Iacob Preda,iacobpreda,iacobpreda@acasa.ro,8540123340582,1987-06-26,"Strada Dinu Nr. 25, Cornetu, 762733",0266 748 492,00:fd:ee:4a:82:86,71.205.129.102,RO39EENR9627910895827655,2025-04-08 17:27:35,25198,805,331,2055,dc32fcd4-5b07-404e-84ca-57d406876424
Mioara Mocanu,mioaramocanu,mioaramocanu@141.ro,6601213418458,1986-08-28,"Soseaua Xenia Dumitrescu Nr. 14 Bl. 45  Sc. 26 Ap. 669, Baciu, 449674",0764 755 096,a4:73:4e:8e:c6:39,102.85.133.253,RO34OXLJ9102251018372504,2025-04-08 17:27:35,1490,341,564,1000215,59e6360d-62a6-494d-b949-253943385f1a
Radu Ardelean,raduardelean,raduardelean@post.ro,2380531210459,1938-09-08,"Drumul Popescu Nr. 716 Bl. 14  Sc. 77 Ap. 310, Barbulesti, 568868",0248 779 662,5a:30:f8:0c:e5:1a,126.177.85.191,RO56JEIR4792361091925784,2025-04-08 17:27:35,21793,691,189,217041,e6a97b58-0e83-4bac-b3c6-e412cc8d2ff2
Aurelian Eftimie,aurelianeftimie,aurelianeftimie@post.ro,3080308467471,1981-11-20,"Soseaua Oprea Nr. 35, Baicoi, 378262",0727 419 813,b4:19:9f:00:dd:f6,60.140.165.240,RO20DVRB1230680654900560,2025-04-08 17:27:35,4652,619,742,311848,6b0ce8bc-4bbf-4d41-89df-4e99776407aa
Ștefan Voinea,ștefanvoinea,ștefanvoinea@kappa.ro,7560221062483,1979-07-10,"Aleea Catinca Popescu, Sancraiu de Mures, 616327",0747 820 084,72:43:93:c6:c2:00,22.189.212.6,RO37ANFJ4732623831742459,2025-04-08 17:27:35,14094,173,201,285495,bd650495-0931-41ef-8ea8-9b897ecba43d
Costin Nistor,costinnistor,costinnistor@zzup.ro,4571219147925,1967-04-19,"Intrarea Sandu Nemeș, Campia Turzii, 487911",0727 959 543,c2:01:bf:28:e4:84,13.72.181.106,RO74WJKC5091206157609771,2025-04-08 17:27:35,17737,622,359,579798,ffa94859-9c0a-4ccd-a0d6-2a153a558e9c
Filofteia Pop,filofteiapop,filofteiapop@zzup.ro,4170112377644,2010-06-18,"Drumul Barbu Nr. 53, Berceni, 461342",0262 218 406,4c:cc:1d:ba:69:66,195.226.238.121,RO31YWJQ7302447137923086,2025-04-08 17:27:35,13057,213,335,334557,36a63b6b-8331-44fe-be23-565773a9a04a
Cristea Preda,cristeapreda,cristeapreda@zzup.ro,2140929437186,1980-08-16,"Soseaua Gheorghiu Nr. 86, Valenii de Munte, 924902",0727 826 627,4a:8f:a1:5e:62:9e,163.39.247.181,RO76MKBU9107096186864065,2025-04-08 17:27:35,21966,933,208,1226092,9d078728-b1db-41af-bce5-c662757f9678
Carmen Mazilescu,carmenmazilescu,carmenmazilescu@141.ro,8250801394453,1960-11-01,"Strada Nistor Nr. 39, Curtici, 497644",0254 283 482,3c:00:c4:ac:1c:5b,62.178.144.2,RO12IRGS6969447504345876,2025-04-08 17:27:35,4039,222,294,1612446,e618f891-b8f9-4e27-83f5-1b97fd7951fe
Eliza Nistor,elizanistor,elizanistor@gmail.com,5330817135504,1912-10-23,"Drumul Barbu, Avrig, 238499",0736 871 007,b6:03:4e:30:4c:7e,119.28.139.192,RO30DVLY6077800531374691,2025-04-08 17:27:35,27348,421,722,1322527,f3997d4d-0818-40bc-9725-719ea5bf33a9
Claudiu Nistor,claudiunistor,claudiunistor@kappa.ro,8660324258574,2015-09-26,"Bulevardul Pușcașu, Satu Mare, 208188",0755 414 972,94:6f:27:99:0b:7a,68.97.130.180,RO71TRJE3462811472597442,2025-04-08 17:27:35,8096,811,61,526109,5cbbbc4e-1195-4962-b149-bcbbf7dfa6e7
Antim Tabacu,antimtabacu,antimtabacu@kappa.ro,5130811011066,2018-04-11,"Bulevardul Stănescu Nr. 568 Bl. 74  Sc. 10 Ap. 901, Gherla, 738668",0742 236 587,ac:aa:4a:57:ad:25,169.7.36.121,RO44PTXX1938076017519589,2025-04-08 17:27:35,4043,547,369,87019,0b2caf9e-e47e-4d49-97b8-df15efdacd6f
Petruța Barbu,petruțabarbu,petruțabarbu@kappa.ro,1240417398246,1910-08-28,"Drumul Stan Nr. 343 Bl. 25  Sc. 36 Ap. 361, Corabia, 731995",0749 324 260,e4:d7:21:47:75:7e,193.235.63.41,RO83TBKO6755002135065829,2025-04-08 17:27:35,25912,30,772,277008,a867476d-6a01-4feb-9b40-26e56957ad8e
Haralamb Tomescu,haralambtomescu,haralambtomescu@zzup.ro,5290612343509,2013-08-16,"Drumul Pompilia Albu Nr. 10, Buhusi, 640737",0738 117 041,6c:12:58:68:26:c4,122.182.5.62,RO57CZKP2189823248415891,2025-04-08 17:27:35,14796,723,258,940603,5dfe835b-9ba7-442b-b15d-35ab6235d5ad
Gianina Nemeș,gianinanemeș,gianinanemeș@post.ro,8840227403018,1994-08-14,"Strada Nistor, Savinesti, 833734",0752 440 105,30:00:bf:20:1d:db,203.179.29.176,RO61RMAF7709728216424193,2025-04-08 17:27:35,2351,507,800,1183757,ab2975ef-1c4f-4988-a7df-8d1ae174a1e9
Ștefan Diaconescu,ștefandiaconescu,ștefandiaconescu@141.ro,3010727258309,1921-11-29,"Drumul Eftimie Nr. 748, Valea lui Mihai, 501721",0246 294 897,a0:cb:1a:a7:76:e4,39.166.149.93,RO93XTVU8951376898128899,2025-04-08 17:27:35,6785,587,462,1124375,8d64fc8d-7b78-458b-9fe9-92e5b9c7331d
Bogdana Cristea,bogdanacristea,bogdanacristea@acasa.ro,1131228434765,1940-08-12,"Drumul Constantin Toma, Sibiu, 630440",0726 965 468,94:9d:b2:ba:5a:20,213.223.3.138,RO28GNQL8269269461446670,2025-04-08 17:27:35,33541,271,627,436604,ede3bdc7-55fe-460c-9476-76411decc858
Timotei Stan,timoteistan,timoteistan@zzup.ro,2631226015754,1942-03-15,"Aleea Gheorghiu Nr. 79 Bl. 32  Sc. 59 Ap. 512, Balan, 860904",0247 696 429,ee:82:96:5b:2c:4d,2.64.170.173,RO78MOAB1237334194899929,2025-04-08 17:27:35,15969,876,647,225761,a71fb432-524a-467f-b53b-7b70757493f4
Anișoara Dinu,anișoaradinu,anișoaradinu@email.ro,8991125523691,2021-09-23,"Drumul Aanei Nr. 180 Bl. 34  Sc. 47 Ap. 943, Tomesti, 539770",0243 484 662,6a:95:37:79:b8:f6,178.210.45.244,RO94XWSR4270560724340558,2025-04-08 17:27:35,31502,227,311,1847999,1c612b67-e719-4d3e-8b95-17d1ec5648e6
Denis Popa,denispopa,denispopa@zzup.ro,6310919122258,1938-11-15,"Soseaua Nistor Nr. 12 Bl. 81  Sc. 77 Ap. 153, Sinaia, 675648",0729 801 341,44:1c:bf:a5:2c:bc,218.177.198.156,RO22ULXK4622316362828482,2025-04-08 17:27:35,30782,369,675,255677,2f7d9a68-6e48-4120-8cdb-004de14056d8
Sava Stancu,savastancu,savastancu@141.ro,2411128403105,1995-07-28,"Bulevardul Pop Nr. 26 Bl. 79  Sc. 64 Ap. 337, Zalau, 521974",0744 031 691,f6:a3:66:be:55:70,143.253.2.183,RO18PHDZ2917260528916664,2025-04-08 17:27:35,30725,911,94,1157200,f7127c1d-6fed-4ac1-b965-8275756679ac
Mihaela Ene,mihaelaene,mihaelaene@email.ro,7470828040429,1946-01-01,"Drumul Ardelean, Branesti, 511709",0726 465 723,9a:7a:c1:a0:56:76,28.116.81.240,RO48FSTA9297567472650821,2025-04-08 17:27:35,10769,211,142,559537,3f45d601-ef50-4095-bc0f-0c0e010be1fb
Niculina Ionescu,niculinaionescu,niculinaionescu@zzup.ro,4920507431190,2014-11-17,"Intrarea Luana Oprea Nr. 73 Bl. 90  Sc. 52 Ap. 348, Aiud, 996581",0239 506 237,bc:66:34:58:12:65,185.112.142.87,RO23WSQH9681438252370884,2025-04-08 17:27:35,16388,529,286,427610,ec5dd222-6cf5-4069-a3cc-24beb1ec75ea
Rada Dumitrescu,radadumitrescu,radadumitrescu@email.ro,2670603315747,1986-10-08,"Drumul Paulina Tomescu Nr. 21, Alexandria, 507852",0785 509 061,5c:a9:03:a2:70:b9,215.34.217.189,RO91WLFS1394006029344874,2025-04-08 17:27:35,7683,602,59,426274,9b358fa2-917d-4262-8eda-6b9744560590
Mădălina Tabacu,mădălinatabacu,mădălinatabacu@email.ro,7940514267468,1913-07-17,"Soseaua Măriuca Voinea, Targu Neamt, 355905",0724 059 143,9a:aa:c3:8d:01:3f,222.238.71.96,RO48PAVB9442211174936048,2025-04-08 17:27:35,15597,510,126,1904873,4b704e51-6ab4-4c69-92ba-2708aaa4502d
Cleopatra Florea,cleopatraflorea,cleopatraflorea@post.ro,8310111163825,1970-07-04,"Intrarea Stoica, Popesti-Leordeni, 406536",0732 647 978,7e:a0:1e:e0:d4:bb,207.39.135.47,RO33IOSA5301607389111677,2025-04-08 17:27:35,30381,777,682,1557057,1b5b6e5c-76d7-41aa-a975-9263a13fda69
Dorel Suciu,dorelsuciu,dorelsuciu@email.ro,2291026048707,1934-05-31,"Bulevardul Manole Nr. 95, Tufesti, 128852",0758 898 548,b2:34:74:b4:fb:13,219.58.9.44,RO33FLPA8326170368404571,2025-04-08 17:27:35,36,178,648,196175,097773ab-ccba-4027-b804-bb72dbeba86b
Ofelia Marin,ofeliamarin,ofeliamarin@kappa.ro,2860316284175,2001-10-15,"Bulevardul Nistor Nr. 48 Bl. 71  Sc. 60 Ap. 167, Macin, 869506",0761 860 328,00:59:d9:4e:53:45,37.237.152.100,RO27XKWT6741094582839494,2025-04-08 17:27:35,7910,725,413,1297914,f3b222b6-235b-4ab9-84eb-d7a74ffdea12
Sinică Dumitrescu,sinicădumitrescu,sinicădumitrescu@zzup.ro,2801118518909,1922-07-04,"Aleea Ionescu Nr. 45 Bl. 68  Sc. 80 Ap. 700, Turnu Magurele, 146115",0242 138 227,82:8e:3e:0a:6e:e3,154.214.137.21,RO50EZWK9971571106304291,2025-04-08 17:27:35,34674,687,430,436103,24f5dd4a-3173-4853-a781-39d78607fa46
Alexandru Ardelean,alexandruardelean,alexandruardelean@email.ro,4770802286328,1909-04-17,"Intrarea Adina Ababei Nr. 99, Stei, 325053",0259 545 157,f4:8a:f4:2f:ee:60,9.225.51.63,RO87GYNE4045982677765924,2025-04-08 17:27:35,21082,715,195,1060333,ccb698cc-317b-4d3d-9b77-12d88f075422
Claudia Mocanu,claudiamocanu,claudiamocanu@141.ro,1220615241619,1943-02-15,"Strada Tomescu Nr. 60, Arad, 337894",0749 242 206,d2:db:24:6d:9e:a9,124.131.171.79,RO20UTOK8725386171958199,2025-04-08 17:27:35,29863,427,26,185402,4933f6bb-6a40-4437-9396-2fcf36abebfd
Salomea Mocanu,salomeamocanu,salomeamocanu@kappa.ro,5970503254371,1915-04-08,"Bulevardul Eftimie Nr. 276, Hateg, 842120",0720 381 573,92:d3:08:49:9a:59,47.177.177.208,RO02QCJY4968425078719251,2025-04-08 17:27:35,25610,380,37,645268,c9000a55-d3ce-4fb9-bd51-47e3c4f71a2c
Geta Ardelean,getaardelean,getaardelean@acasa.ro,7411005051376,1922-05-21,"Strada Iustinian Tabacu Nr. 606 Bl. 22  Sc. 47 Ap. 144, Targu Lapus, 534179",0231 627 241,0a:2c:d8:66:ea:63,88.143.197.254,RO47RCNN8810642807709780,2025-04-08 17:27:35,9613,630,788,731526,1901b7d9-fec4-47d9-a2b1-4d0037f319ab
Niculiță Gheorghiu,niculițăgheorghiu,niculițăgheorghiu@post.ro,8350425421439,2009-12-05,"Soseaua Georgescu, Cornetu, 334843",0245 340 427,16:8e:cf:d1:73:ff,72.75.109.34,RO67SWGE1824550778869685,2025-04-08 17:27:35,200,332,446,1233646,46604304-0c29-42f0-98ae-4d11fab9f22c
Aurel Eftimie,aureleftimie,aureleftimie@email.ro,3680524356959,1970-01-06,"Aleea Vicențiu Marin Nr. 279, Horodnic de Sus, 310479",0725 109 670,10:67:02:76:8e:11,164.109.79.151,RO81WQEQ0676408958745668,2025-04-08 17:27:35,2470,360,724,637452,08c459b1-d489-48fb-b7a8-bc3886689dce
Gabi Ionescu,gabiionescu,gabiionescu@post.ro,8090310296721,1985-04-20,"Drumul Stănescu Nr. 543 Bl. 43  Sc. 83 Ap. 488, Tandarei, 473163",0740 020 064,82:6f:02:23:2c:b8,57.90.135.62,RO70YIYI9196970021864530,2025-04-08 17:27:35,12589,714,28,1894444,506d5482-dd15-48c0-8e53-56fa10b32598
Carina Tomescu,carinatomescu,carinatomescu@post.ro,6220905388177,1948-05-02,"Strada Rebeca Popa Nr. 83 Bl. 31  Sc. 27 Ap. 814, Dumbravita, 330594",0748 712 514,08:e3:a4:de:39:00,111.155.154.36,RO29YKVA0759678166955800,2025-04-08 17:27:35,35155,446,73,1825197,88e7f5a8-cce5-4d6f-b245-37d3602dbc89
Codruț Tabacu,codruțtabacu,codruțtabacu@acasa.ro,1100702342081,1967-11-10,"Strada Ababei Nr. 854 Bl. 12  Sc. 15 Ap. 213, Eforie Nord, 142577",0267 325 803,48:fd:3b:25:fc:b9,123.10.71.58,RO18ZBHF9928786820433069,2025-04-08 17:27:35,11524,49,752,537420,b35f08bb-6125-48e8-b445-bee922fe5a0d
Lorin Pop,lorinpop,lorinpop@acasa.ro,5430416367516,2013-11-11,"Drumul Ene Nr. 33 Bl. 39  Sc. 74 Ap. 771, Draganesti-Olt, 931122",0260 331 529,aa:46:78:ab:e7:ed,204.74.124.15,RO73UQNG3687192453866661,2025-04-08 17:27:35,9310,587,257,1433271,1d78b6f3-e0ba-4888-a156-e2c2dd49ed06
Silvana Dochioiu,silvanadochioiu,silvanadochioiu@post.ro,3650803031276,1974-12-24,"Drumul Marin Nr. 62 Bl. 92  Sc. 59 Ap. 471, Boldesti-Scaeni, 229092",0242 563 338,8a:d4:68:ff:55:1a,8.232.19.15,RO50NOKK5590848942687773,2025-04-08 17:27:35,18633,253,711,1130390,9396af34-f2bc-4531-af2b-757f35efecf9
Saveta Dima,savetadima,savetadima@email.ro,2330406048387,2004-11-12,"Drumul Dima Nr. 75, Borcea, 522453",0239 028 051,c4:bd:15:31:9a:c8,83.46.203.179,RO04DTAX1490701315422834,2025-04-08 17:27:35,11660,442,417,1014144,322aabb6-c460-425e-8a9f-5e06ffa91f40
Daria Popescu,dariapopescu,dariapopescu@gmail.com,8840218233915,1941-05-03,"Drumul Popa Nr. 691 Bl. 31  Sc. 16 Ap. 944, Chisineu-Cris, 294855",0735 633 226,3c:ab:85:98:b8:d4,166.124.106.148,RO34VNQY2592001711022329,2025-04-08 17:27:35,23617,350,126,514779,f034784a-a565-4528-8134-9b0ac0e71efc
Claudiu Stănescu,claudiustănescu,claudiustănescu@141.ro,6651122233382,1910-09-18,"Bulevardul Popa, Sannicolau Mare, 622320",0256 745 486,90:7d:89:47:07:61,99.18.197.15,RO48GNVW1622837077137604,2025-04-08 17:27:35,11783,98,674,318994,f0b36d0a-f655-43f9-813c-6fe78acb7bf8
